Model,BBH,bbh_macro,bbh_weighted,bbh_group,n_subtasks
JayHyeon/Qwen_0.5-DPOP_3e-7-3ep_0alp_5lam,6.35458,31.5307,31.3487,31.3487,24
JayHyeon/Qwen_0.5-DPOP_5e-7-1ep_0alp_5lam,6.5059,31.6834,31.5223,31.5223,24
JayHyeon/Qwen_0.5-DPOP_5e-7-2ep_0alp_5lam,6.76946,32.1057,31.9042,31.9042,24
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,6.79763,32.031,31.8868,31.8868,24
JayHyeon/Qwen_0.5-DPO_1e-6-3ep_0alp_0lam,6.86529,32.585,32.3381,32.3381,24
JayHyeon/Qwen_0.5-DPO_1e-7-3ep_0alp_0lam,7.10043,32.2513,32.043,32.043,24
JayHyeon/Qwen_0.5-DPO_3e-6-1ep_0alp_0lam,5.92686,31.3223,31.1751,31.1751,24
JayHyeon/Qwen_0.5-DPO_3e-6-2ep_0alp_0lam,7.3562,32.76,32.5117,32.5117,24
JayHyeon/Qwen_0.5-DPO_3e-6-3ep_0alp_0lam,7.13983,32.6741,32.4423,32.4423,24
JayHyeon/Qwen_0.5-DPO_3e-7-1ep_0alp_0lam,6.93115,32.2926,32.1125,32.1125,24
JayHyeon/Qwen_0.5-DPO_3e-7-2ep_0alp_0lam,7.12731,32.5574,32.3555,32.3555,24
JayHyeon/Qwen_0.5-DPO_3e-7-3ep_0alp_0lam,7.22272,32.5839,32.3902,32.3902,24
JayHyeon/Qwen_0.5-DPO_5e-7-1ep_0alp_0lam,6.66395,32.1827,32.0257,32.0257,24
JayHyeon/Qwen_0.5-DPO_5e-7-2ep_0alp_0lam,7.73277,32.9919,32.8415,32.8415,24
JayHyeon/Qwen_0.5-DPO_5e-7-3ep_0alp_0lam,7.20214,32.7121,32.5291,32.5291,24
JayHyeon/Qwen_0.5-IPO_5e-7-1ep_0alp_0lam,7.73392,32.7909,32.6506,32.6506,24
JayHyeon/Qwen_0.5-IPO_5e-7-3ep_0alp_0lam,6.74726,32.6384,32.5638,32.5638,24
JayHyeon/Qwen_0.5-IRPO_1e-6-3ep_1alp_0lam,7.21358,32.4235,32.2166,32.2166,24
JayHyeon/Qwen_0.5-IRPO_1e-7-3ep_1alp_0lam,6.90035,31.9805,31.7827,31.7827,24
JayHyeon/Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,7.30699,32.5473,32.4076,32.4076,24
JayHyeon/Qwen_0.5-IRPO_3e-6-2ep_1alp_0lam,7.39076,33.1423,32.9804,32.9804,24
JayHyeon/Qwen_0.5-IRPO_3e-6-3ep_1alp_0lam,8.11178,33.6152,33.4664,33.4664,24
JayHyeon/Qwen_0.5-IRPO_3e-7-1ep_1alp_0lam,7.00103,32.3112,32.1993,32.1993,24
JayHyeon/Qwen_0.5-IRPO_3e-7-3ep_1alp_0lam,7.13362,32.5744,32.3555,32.3555,24
JayHyeon/Qwen_0.5-IRPO_5e-7-1ep_1alp_0lam,7.0619,32.1358,31.9736,31.9736,24
JayHyeon/Qwen_0.5-IRPO_5e-7-2ep_1alp_0lam,7.42829,32.6605,32.477,32.477,24
JayHyeon/Qwen_0.5-IRPO_5e-7-3ep_1alp_0lam,7.08684,32.4589,32.2687,32.2687,24
JayHyeon/Qwen_0.5-MDPO_0.1_3e-6-3ep_0alp_0lam,6.81911,32.6145,32.4249,32.4249,24
JayHyeon/Qwen_0.5-MDPO_0.1_5e-7-3ep_0alp_0lam,6.62217,31.7977,31.6091,31.6091,24
JayHyeon/Qwen_0.5-MDPO_0.3_3e-6-3ep_0alp_0lam,6.56654,32.1576,31.9736,31.9736,24
JayHyeon/Qwen_0.5-MDPO_0.3_5e-7-3ep_0alp_0lam,6.63377,31.7759,31.5917,31.5917,24
JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,7.67454,32.3355,32.1819,32.1819,24
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-1ep_0alp_0lam,6.5476,31.755,31.5917,31.5917,24
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-2ep_0alp_0lam,6.79754,31.9662,31.8,31.8,24
JayHyeon/Qwen_0.5-MDPO_0.5_3e-7-3ep_0alp_0lam,6.47963,31.9755,31.8174,31.8174,24
JayHyeon/Qwen_0.5-MDPO_0.5_4e-6-3ep_0alp_0lam,7.11252,32.4823,32.3034,32.3034,24
JayHyeon/Qwen_0.5-MDPO_0.5_6e-6-3ep_0alp_0lam,7.37335,32.6545,32.5117,32.5117,24
JayHyeon/Qwen_0.5-MDPO_0.5_7e-6-3ep_0alp_0lam,7.57413,32.7274,32.6506,32.6506,24
JayHyeon/Qwen_0.5-MDPO_0.5_7e-7-3ep_0alp_0lam,6.26341,31.2969,31.0536,31.0536,24
JayHyeon/Qwen_0.5-MDPO_0.7_3e-6-3ep_0alp_0lam,6.77044,32.2096,32.0083,32.0083,24
JayHyeon/Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,6.6366,31.8009,31.6091,31.6091,24
JayHyeon/Qwen_0.5-MDPO_0.9_5e-7-3ep_0alp_0lam,6.53434,31.9466,31.748,31.748,24
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_0alp_0lam,6.861,32.1802,32.0083,32.0083,24
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_10vpo_const,7.10944,32.3433,32.1993,32.1993,24
JayHyeon/Qwen_0.5-VDPO_5e-7-1ep_3vpo_const,6.852,32.2699,32.1125,32.1125,24
JayHyeon/Qwen_0.5-VDPO_5e-7-3ep_0alp_0lam,7.22798,32.5506,32.3902,32.3902,24
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_0alp_0lam,7.83426,33.1374,32.9283,32.9283,24
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_30vpo_const,7.65519,32.8199,32.6679,32.6679,24
JayHyeon/Qwen_0.5-VIPO_5e-7-1ep_3vpo_const,7.67033,32.9802,32.8068,32.8068,24
JayHyeon/Qwen_0.5-VIPO_5e-7-3ep_0alp_0lam,6.0992,32.1955,31.991,31.991,24
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.1,7.20117,32.4419,32.2687,32.2687,24
JayHyeon/Qwen_0.5-cDPO_5e-7-3ep_0vpo_const_0.3,6.98608,32.0906,31.9215,31.9215,24
JayHyeon/Qwen_0.5-rDPO_3e-6-1ep_0vpo_const_0.1,6.90519,32.7797,32.5811,32.5811,24
JayHyeon/Qwen_0.5-rDPO_5e-7-3ep_0vpo_const_0.3,6.77521,32.451,32.3034,32.3034,24
Jimmy19991222/Llama-3-Instruct-8B-SimPO-v0.2,29.1238,49.8371,49.6962,49.6962,24
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert-f1-beta10-gamma0.3-lr1.0e-6-1minus-rerun,27.7552,48.798,48.6374,48.6374,24
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_f1-beta10-gamma0.3-lr1.0e-6-scale-log,28.6136,49.3458,49.2449,49.2449,24
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bert_p-beta10-gamma0.3-lr1.0e-6-scale-log,27.6662,49.1641,49.0193,49.0193,24
Jimmy19991222/llama-3-8b-instruct-gapo-v2-bleu-beta0.1-no-length-scale-gamma0.4,29.3297,49.8609,49.6615,49.6615,24
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-1minus-gamma0.3-rerun,28.3907,49.4046,49.3144,49.3144,24
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rouge2-beta10-gamma0.3-lr1.0e-6-scale-log,28.075,49.1601,49.0713,49.0713,24
Jimmy19991222/llama-3-8b-instruct-gapo-v2-rougeL-beta10-gamma0.3-lr1.0e-6-scale-log,28.5626,49.5249,49.3838,49.3838,24
Joseph717171/Hermes-3-Llama-3.1-8B_TIES_with_Base_Embeds_Initialized_to_Special_Instruct_Toks_dtypeF32,30.7241,51.7745,51.6403,51.6403,24
Joseph717171/Llama-3.1-SuperNova-8B-Lite_TIES_with_Base,31.4658,51.4742,51.1022,51.1022,24
Josephgflowers/Cinder-Phi-2-V1-F16-gguf,22.4534,43.9662,43.725,43.725,24
Josephgflowers/Differential-Attention-Liquid-Metal-Tinyllama,2.55222,29.2556,28.9186,28.9186,24
Josephgflowers/TinyLlama-Cinder-Agent-v1,3.80417,31.1604,30.9321,30.9321,24
Josephgflowers/TinyLlama-v1.1-Cinders-World,3.10771,29.9797,29.6476,29.6476,24
Josephgflowers/TinyLlama_v1.1_math_code-world-test-1,4.16402,31.4635,31.2099,31.2099,24
Josephgflowers/Tinyllama-STEM-Cinder-Agent-v1,3.73131,30.8438,30.4982,30.4982,24
JungZoona/T3Q-Qwen2.5-14B-Instruct-1M-e3,65.4666,75.8597,75.7681,75.7681,24
JungZoona/T3Q-qwen2.5-14b-v1.0-e3,65.4666,75.8597,75.7681,75.7681,24
Junhoee/Qwen-Megumin,33.6421,52.8527,52.595,52.595,24
KSU-HW-SEC/Llama3-70b-SVA-FT-1415,51.3287,66.5015,66.4642,66.4642,24
KSU-HW-SEC/Llama3-70b-SVA-FT-500,51.887,66.9224,66.846,66.846,24
KSU-HW-SEC/Llama3-70b-SVA-FT-final,51.3287,66.5015,66.4642,66.4642,24
KSU-HW-SEC/Llama3.1-70b-SVA-FT-1000step,55.4854,69.0312,68.9116,68.9116,24
Khetterman/DarkAtom-12B-v3,31.6595,51.5371,51.2064,51.2064,24
Khetterman/Kosmos-8B-v1,31.759,52.3352,52.1611,52.1611,24
Kimargin/GPT-NEO-1.3B-wiki,3.42361,30.2634,29.8906,29.8906,24
KingNish/Qwen2.5-0.5b-Test-ft,6.05885,32.3153,32.1125,32.1125,24
KingNish/Reasoning-Llama-3b-v0.1,19.8625,43.4336,43.3258,43.3258,24
KingNish/qwen-1b-continued,4.38746,29.9095,29.5435,29.5435,24
KingNish/qwen-1b-continued-v2.1,4.19766,30.4166,30.0642,30.0642,24
KingNish/qwen-1b-continued-v2.2,4.95607,30.5866,30.1337,30.1337,24
Kquant03/CognitiveFusion2-4x7B-BF16,17.689,41.0783,40.8783,40.8783,24
Kquant03/L3-Pneuma-8B,28.8202,49.5504,49.4011,49.4011,24
Krystalan/DRT-o1-14B,48.1418,63.7928,63.5654,63.5654,24
Krystalan/DRT-o1-7B,35.7389,54.6769,54.5565,54.5565,24
Kukedlc/NeuralExperiment-7b-MagicCoder-v7.5,16.386,39.8845,39.698,39.698,24
Kukedlc/NeuralLLaMa-3-8b-DT-v0.1,28.0083,49.8677,49.7136,49.7136,24
Kukedlc/NeuralLLaMa-3-8b-ORPO-v0.3,22.3917,45.5714,45.3567,45.3567,24
Kukedlc/NeuralSynthesis-7B-v0.1,31.8344,51.4475,51.2064,51.2064,24
Kukedlc/NeuralSynthesis-7B-v0.3,31.8117,51.3808,51.137,51.137,24
Kukedlc/NeuralSynthesis-7b-v0.4-slerp,31.9972,51.4293,51.2064,51.2064,24
Kukedlc/Qwen-2.5-7b-Spanish-o1-CoT,36.8634,56.0195,55.9104,55.9104,24
Kumar955/Hemanth-llm,33.0443,52.2495,51.9528,51.9528,24
LEESM/llama-2-7b-hf-lora-oki100p,10.2657,34.9168,34.7162,34.7162,24
LEESM/llama-2-7b-hf-lora-oki10p,9.43829,35.3093,35.0981,35.0981,24
LEESM/llama-3-8b-bnb-4b-kowiki231101,16.9349,41.3081,41.1734,41.1734,24
LEESM/llama-3-Korean-Bllossom-8B-trexlab-oki10p,19.7974,43.4301,43.1349,43.1349,24
LGAI-EXAONE/EXAONE-3.0-7.8B-Instruct,17.9773,41.7443,41.4338,41.4338,24
LGAI-EXAONE/EXAONE-3.5-2.4B-Instruct,15.9474,40.9235,40.7221,40.7221,24
LGAI-EXAONE/EXAONE-3.5-32B-Instruct,39.8242,57.6091,57.3512,57.3512,24
LGAI-EXAONE/EXAONE-3.5-7.8B-Instruct,25.6537,47.2759,47.3008,47.3008,24
LLM360/K2,28.2204,49.7184,49.5921,49.5921,24
LLM360/K2-Chat,33.7938,53.581,53.3761,53.3761,24
LLM4Binary/llm4decompile-1.3b-v2,5.91548,32.7181,32.4249,32.4249,24
Lambent/qwen2.5-reinstruct-alternate-lumen-14B,48.9896,64.5899,64.3812,64.3812,24
Langboat/Mengzi3-8B-Chat,25.1883,46.8373,46.5718,46.5718,24
LenguajeNaturalAI/leniachat-gemma-2b-v0,4.1383,30.7402,30.4287,30.4287,24
LenguajeNaturalAI/leniachat-qwen2-1.5B-v0,12.7717,36.8356,36.6603,36.6603,24
LeroyDyer/CheckPoint_A,25.8094,47.477,47.2661,47.2661,24
LeroyDyer/CheckPoint_B,26.2712,47.7995,47.5785,47.5785,24
LeroyDyer/CheckPoint_C,24.183,45.8642,45.565,45.565,24
LeroyDyer/LCARS_AI_001,19.461,42.5789,42.3538,42.3538,24
LeroyDyer/LCARS_AI_1x4_003_SuperAI,28.4234,49.1985,48.9325,48.9325,24
LeroyDyer/LCARS_AI_StarTrek_Computer,21.781,44.4619,44.159,44.159,24
LeroyDyer/LCARS_TOP_SCORE,31.6991,51.2737,51.0502,51.0502,24
LeroyDyer/Mixtral_AI_SwahiliTron_7b,3.21168,30.5509,30.151,30.151,24
LeroyDyer/SpydazWebAI_Human_AGI,7.4457,33.7486,33.3796,33.3796,24
LeroyDyer/SpydazWebAI_Human_AGI_001,8.6612,34.3342,34.1087,34.1087,24
LeroyDyer/SpydazWeb_AI_CyberTron_Ultra_7b,27.7455,48.1077,47.8563,47.8563,24
LeroyDyer/SpydazWeb_AI_HumanAGI_001_M2,27.9215,48.8817,48.6895,48.6895,24
LeroyDyer/SpydazWeb_AI_HumanAGI_002,29.6269,50.4387,50.217,50.217,24
LeroyDyer/SpydazWeb_AI_HumanAI_001,8.06526,33.4404,33.2581,33.2581,24
LeroyDyer/SpydazWeb_AI_HumanAI_006,6.72532,33.018,32.6679,32.6679,24
LeroyDyer/SpydazWeb_AI_HumanAI_007,8.46282,34.1567,33.9524,33.9524,24
LeroyDyer/SpydazWeb_AI_HumanAI_009_CHAT,7.03382,33.0673,32.8936,32.8936,24
LeroyDyer/SpydazWeb_AI_HumanAI_010_CHAT,7.35196,33.3632,33.154,33.154,24
LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT,9.41529,35.2261,35.1328,35.1328,24
LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML,15.5991,39.8402,39.698,39.698,24
LeroyDyer/SpydazWeb_AI_HumanAI_011_INSTRUCT_ML_r1,27.1886,48.5833,48.3597,48.3597,24
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,23.1169,45.7689,45.3914,45.3914,24
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_IA,23.1773,45.7689,45.3914,45.3914,24
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_MX,5.88576,31.5842,31.2446,31.2446,24
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,22.4644,44.8275,44.4714,44.4714,24
LeroyDyer/SpydazWeb_AI_HumanAI_012_INSTRUCT_XA,22.7286,44.8275,44.4714,44.4714,24
LeroyDyer/SpydazWeb_AI_HumanAI_RP,7.17649,33.2302,33.1193,33.1193,24
LeroyDyer/SpydazWeb_AI_HumanAI_TextVision,7.52559,33.5366,33.1887,33.1887,24
LeroyDyer/SpydazWeb_HumanAI_M1,10.0275,35.6327,35.4105,35.4105,24
LeroyDyer/SpydazWeb_HumanAI_M2,15.3972,39.3088,39.1252,39.1252,24
LeroyDyer/SpydazWeb_HumanAI_M3,4.76539,31.2726,30.9148,30.9148,24
LeroyDyer/_Spydaz_Web_AI_12,4.49599,31.634,31.2793,31.2793,24
LeroyDyer/_Spydaz_Web_AI_14,2.1624,29.8885,29.6823,29.6823,24
LeroyDyer/_Spydaz_Web_AI_BIBLE_002,6.34958,32.8907,32.5811,32.5811,24
LeroyDyer/_Spydaz_Web_AI_ChatML_002,4.19197,31.0638,30.7585,30.7585,24
LeroyDyer/_Spydaz_Web_AI_ChatQA,5.59956,32.3595,31.991,31.991,24
LeroyDyer/_Spydaz_Web_AI_ChatQA_003,4.29344,31.7181,31.3487,31.3487,24
LightningRodLabs/Flashlight-v1.0,55.1502,68.7683,68.5298,68.5298,24
LightningRodLabs/Flashlight-v1.1,55.4328,69.0114,68.8075,68.8075,24
LightningRodLabs/Flashlight-v1.2,6.15921,32.6453,32.2513,32.2513,24
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V1,19.5349,42.8707,42.7704,42.7704,24
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,20.1974,43.7647,43.5862,43.5862,24
Lil-R/2_PRYMMAL-ECE-7B-SLERP,36.4826,55.5664,55.3203,,24
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V1,2.78402,30.5258,30.2378,30.2378,24
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V2,2.78402,30.5258,30.2378,30.2378,24
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V3,10.6122,35.784,35.4279,35.4279,24
Lil-R/PRYMMAL-ECE-1B-SLERP-V1,17.9997,41.9045,41.4859,41.4859,24
Lil-R/PRYMMAL-ECE-7B-SLERP-V8,2.2706,29.5509,29.3525,29.3525,24
LilRg/10PRYMMAL-3B-slerp,34.8779,53.2038,52.9943,52.9943,24
LilRg/ECE-1B-merge-PRYMMAL,19.1415,42.3456,41.9024,41.9024,24
LilRg/ECE_Finetunning,26.5308,47.3216,47.0925,47.0925,24
LilRg/PRYMMAL-6B-slerp,2.21243,28.6762,28.502,28.502,24
LilRg/PRYMMAL-ECE-7B-SLERP-V3,2.29032,29.5724,29.3873,29.3873,24
LilRg/PRYMMAL-ECE-7B-SLERP-V4,2.29032,29.5724,29.3873,29.3873,24
LilRg/PRYMMAL-ECE-7B-SLERP-V5,2.29032,29.5724,29.3873,29.3873,24
LilRg/PRYMMAL-ECE-7B-SLERP-V6,2.29032,29.5724,29.3873,29.3873,24
LilRg/PRYMMAL-ECE-7B-SLERP-V7,2.29032,29.5724,29.3873,29.3873,24
LilRg/PRYMMAL-slerp-Merge,35.5538,53.6416,53.4803,53.4803,24
LimYeri/CodeMind-Llama3-8B-unsloth_v2-merged,26.6556,48.6009,48.3597,48.3597,24
LimYeri/CodeMind-Llama3-8B-unsloth_v3-merged,27.0252,49.0816,48.9325,48.9325,24
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-DPO-merged,26.3702,48.5266,48.2729,48.2729,24
LimYeri/CodeMind-Llama3-8B-unsloth_v4-one-merged,24.5747,47.3876,47.1272,47.1272,24
LimYeri/CodeMind-Llama3.1-8B-unsloth-merged,24.1857,46.9478,46.8669,46.8669,24
Locutusque/CollectiveLM-Falcon-3-7B,30.7873,51.0513,50.7204,50.7204,24
Locutusque/Hercules-6.0-Llama-3.1-8B,26.6397,48.133,47.9778,47.9778,24
Locutusque/Hercules-6.1-Llama-3.1-8B,24.1519,46.5624,46.3288,46.3288,24
Locutusque/Llama-3-NeuralHercules-5.0-8B,16.3421,39.4047,38.8821,38.8821,24
Locutusque/Llama-3-Yggdrasil-2.0-8B,26.9228,47.7246,47.3182,47.3182,24
Locutusque/TinyMistral-248M-v2.5,3.18188,30.3858,30.0816,30.0816,24
Luni/StarDust-12b-v1,34.4463,53.6614,53.3414,53.3414,24
Luni/StarDust-12b-v2,34.9529,54.1948,53.8448,53.8448,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v3,49.312,64.7848,64.6763,64.6763,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v5,49.5051,64.6668,64.468,64.468,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v6,49.1044,64.5765,64.468,64.468,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v7-rebase,48.8541,64.2259,64.034,64.034,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8,49.0341,64.6462,64.5027,64.5027,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.5,49.0782,64.5131,64.2944,64.2944,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.6,48.9853,64.5717,64.3985,64.3985,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.7,49.9101,64.9638,64.8499,64.8499,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.9,49.9469,64.8839,64.7283,64.7283,24
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9-stock,50.62,65.7067,65.5442,65.5442,24
Lyte/Llama-3.1-8B-Instruct-Reasoner-1o1_v0.3,27.8352,49.4952,49.4011,49.4011,24
Lyte/Llama-3.2-1B-Instruct-COT-RL-Expriement1-EP04,8.89441,35.1504,34.8898,34.8898,24
Lyte/Llama-3.2-3B-Overthinker,20.0956,43.2009,43.2043,43.2043,24
M4-ai/TinyMistral-248M-v3,1.77755,28.8455,28.4846,28.4846,24
MEscriva/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,3.23777,30.5729,30.3246,30.3246,24
MLP-KTLim/llama-3-Korean-Bllossom-8B,26.9275,49.0046,48.8457,48.8457,24
MTSAIR/Cotype-Nano,14.4469,38.6494,38.3614,38.3614,24
MTSAIR/MultiVerse_70B,46.1359,61.8313,61.2914,61.2914,24
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.1,23.9901,46.151,45.8948,45.8948,24
Magpie-Align/Llama-3-8B-Magpie-Align-SFT-v0.3,23.6988,45.7158,45.5303,45.5303,24
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,26.6918,47.8941,47.7174,47.7174,24
Magpie-Align/Llama-3-8B-Magpie-Align-v0.1,26.2897,47.8941,47.7174,47.7174,24
Magpie-Align/Llama-3-8B-Magpie-Align-v0.3,24.3114,45.6961,45.5303,45.5303,24
Magpie-Align/Llama-3.1-8B-Magpie-Align-SFT-v0.1,26.1367,47.6416,47.4223,47.4223,24
Magpie-Align/Llama-3.1-8B-Magpie-Align-v0.1,24.0405,46.224,45.9295,45.9295,24
Magpie-Align/MagpieLM-8B-Chat-v0.1,18.2558,41.7234,41.4685,41.4685,24
Magpie-Align/MagpieLM-8B-SFT-v0.1,23.6123,45.5285,45.3046,45.3046,24
ManoloPueblo/ContentCuisine_1-7B-slerp,32.7897,51.8844,51.5015,51.5015,24
ManoloPueblo/LLM_MERGE_CC2,33.2411,52.0937,51.7271,51.7271,24
ManoloPueblo/LLM_MERGE_CC3,33.23,52.4629,52.2132,52.2132,24
MarinaraSpaghetti/NemoReRemix-12B,36.1247,55.3651,55.112,55.112,24
MarinaraSpaghetti/Nemomix-v4.0-12B,32.8799,52.7499,52.4041,52.4041,24
Marsouuu/MiniMathExpert-2_61B-ECE-PRYMMAL-Martial,15.2975,39.5273,39.1599,39.1599,24
Marsouuu/MiniQwenMathExpert-ECE-PRYMMAL-Martial,19.0199,42.3013,41.8851,41.8851,24
Marsouuu/MistralBase-4x7B-MoE-ECE-PRYMMAL-Martial,8.87023,34.6437,34.4211,34.4211,24
Marsouuu/general3B-ECE-PRYMMAL-Martial,35.7009,53.9435,53.7754,53.7754,24
Marsouuu/general3Bv2-ECE-PRYMMAL-Martial,37.6678,56.3657,56.084,56.084,24
Marsouuu/lareneg1_78B-ECE-PRYMMAL-Martial,19.0199,42.3013,41.8851,41.8851,24
Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,36.3507,54.5333,54.3829,54.3829,24
Marsouuu/lareneg3Bv2-ECE-PRYMMAL-Martial,37.4716,56.2336,55.9799,55.9799,24
MaziyarPanahi/Calme-4x7B-MoE-v0.1,31.2619,51.0282,50.7898,50.7898,24
MaziyarPanahi/Calme-4x7B-MoE-v0.2,31.3968,51.1077,50.8766,50.8766,24
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,32.7129,53.6626,53.2026,53.2026,24
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,27.9247,49.2431,49.0019,49.0019,24
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,28.2704,49.6278,49.4532,49.4532,24
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,27.903,49.3613,49.1755,49.1755,24
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,15.4734,39.2007,38.9169,38.9169,24
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,31.9236,51.2306,50.8419,50.8419,24
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,25.5325,46.3711,46.1205,46.1205,24
MaziyarPanahi/calme-2.1-llama3.1-70b,48.5536,64.4755,64.3118,64.3118,24
MaziyarPanahi/calme-2.1-phi3-4b,38.1243,55.9532,55.6501,55.6501,24
MaziyarPanahi/calme-2.1-phi3.5-4b,36.1101,54.837,54.678,54.678,24
MaziyarPanahi/calme-2.1-qwen2-72b,57.3259,69.6556,69.5539,69.5539,24
MaziyarPanahi/calme-2.1-qwen2-7b,31.0071,50.4593,50.0608,50.0608,24
MaziyarPanahi/calme-2.1-qwen2.5-72b,61.6557,72.6162,72.4527,72.4527,24
MaziyarPanahi/calme-2.1-rys-78b,59.47,70.9786,70.8558,70.8558,24
MaziyarPanahi/calme-2.2-llama3-70b,48.5717,64.3543,63.9819,63.9819,24
MaziyarPanahi/calme-2.2-llama3.1-70b,54.2065,67.9292,67.8007,67.8007,24
MaziyarPanahi/calme-2.2-phi3-4b,37.7337,55.296,55.0599,55.0599,24
MaziyarPanahi/calme-2.2-qwen2-72b,56.7959,69.396,69.3109,69.3109,24
MaziyarPanahi/calme-2.2-qwen2-7b,33.1094,52.1491,51.8313,51.8313,24
MaziyarPanahi/calme-2.2-qwen2.5-72b,61.8036,72.764,72.6089,72.6089,24
MaziyarPanahi/calme-2.2-rys-78b,59.2686,70.8101,70.7169,70.7169,24
MaziyarPanahi/calme-2.3-llama3-70b,48.0086,63.9917,63.6695,63.6695,24
MaziyarPanahi/calme-2.3-llama3.1-70b,55.5855,68.7165,68.6166,68.6166,24
MaziyarPanahi/calme-2.3-phi3-4b,37.6589,55.3787,55.0772,55.0772,24
MaziyarPanahi/calme-2.3-qwen2-72b,51.2283,65.7631,65.683,65.683,24
MaziyarPanahi/calme-2.3-qwen2-7b,30.9561,50.6405,50.3732,50.3732,24
MaziyarPanahi/calme-2.3-rys-78b,59.5745,71.0776,70.9773,70.9773,24
MaziyarPanahi/calme-2.4-llama3-70b,48.3978,64.1819,63.8952,63.8952,24
MaziyarPanahi/calme-2.4-qwen2-7b,31.8183,51.0142,50.6856,50.6856,24
MaziyarPanahi/calme-2.4-rys-78b,62.1565,72.7951,72.5916,72.5916,24
MaziyarPanahi/calme-2.5-qwen2-7b,28.281,48.8656,48.6547,48.6547,24
MaziyarPanahi/calme-2.6-qwen2-7b,29.3084,49.3024,48.9325,48.9325,24
MaziyarPanahi/calme-2.7-qwen2-7b,28.9122,48.8317,48.5159,48.5159,24
MaziyarPanahi/calme-3.1-baguette-3b,25.5077,46.8333,46.5371,46.5371,24
MaziyarPanahi/calme-3.1-instruct-3b,27.3099,48.1273,47.8216,47.8216,24
MaziyarPanahi/calme-3.1-instruct-78b,62.4097,73.0515,72.8346,72.8346,24
MaziyarPanahi/calme-3.1-llamaloi-3b,23.7692,45.8734,45.6692,45.6692,24
MaziyarPanahi/calme-3.2-baguette-3b,25.8657,47.0862,46.8148,46.8148,24
MaziyarPanahi/calme-3.2-instruct-3b,27.9768,48.6564,48.3076,48.3076,24
MaziyarPanahi/calme-3.2-instruct-78b,62.6094,73.1862,72.9734,72.9734,24
MaziyarPanahi/calme-3.3-baguette-3b,25.5966,46.7822,46.3982,46.3982,24
MaziyarPanahi/calme-3.3-instruct-3b,25.6821,46.9334,46.5891,46.5891,24
Minami-su/Amara-o1-7B-Qwen,32.7968,51.9942,51.6751,51.6751,24
