Model,BBH,bbh_macro,bbh_weighted,bbh_group,n_subtasks
prithivMLmods/Llama-Express.1-Math,7.19902,33.6381,33.3623,33.3623,24
prithivMLmods/Magellanic-Qwen-25B-R999,2.00356,26.0757,25.7073,25.7073,24
prithivMLmods/Phi-4-Empathetic,52.8389,67.2682,67.0543,67.0543,24
prithivMLmods/Phi-4-Math-IO,52.0938,66.6826,66.4989,66.4989,24
prithivMLmods/Phi-4-Super,52.6973,67.2012,67.0196,67.0196,24
prithivMLmods/Phi-4-o1,52.1709,66.8873,66.6725,66.6725,24
prithivMLmods/Phi4-Super,52.6973,67.2012,67.0196,67.0196,24
prithivMLmods/Primal-Opus-14B-Optimus-v1,48.2717,64.1942,64.0687,64.0687,24
prithivMLmods/Primal-Opus-14B-Optimus-v2,50.1813,65.4378,65.2664,65.2664,24
prithivMLmods/Qwen2.5-14B-DeepSeek-R1-1M,40.7599,61.4164,61.3609,61.3609,24
qingy2019/LLaMa_3.2_3B_Catalysts,21.3454,44.6813,44.5409,44.5409,24
qingy2019/OpenMath2-Llama3.1-8B,16.2944,40.9552,40.7221,40.7221,24
qingy2019/Qwen2.5-Ultimate-14B-Instruct,40.5806,58.4156,58.167,58.167,24
qingy2024/QwEnlarge-16B-Instruct,42.5955,59.4934,59.1911,59.1911,24
qingy2024/Qwen2.5-4B,19.9778,42.6938,42.4579,42.4579,24
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,13.0011,38.368,38.101,38.101,24
qingy2024/Qwen2.5-Math-14B-Instruct-Preview,47.0508,62.9394,62.7669,62.7669,24
qingy2024/Qwen2.6-14B-Instruct,48.0479,63.9414,63.7563,63.7563,24
qq8933/OpenLongCoT-Base-Gemma2-2B,3.5463,31.0636,30.7759,30.7759,24
rasyosef/Phi-1_5-Instruct-v0.1,4.82024,31.179,30.9321,30.9321,24
rasyosef/phi-2-instruct-apo,21.6724,44.451,44.0896,44.0896,24
recoilme/Gemma-2-Ataraxy-Gemmasutra-9B-slerp,42.2512,59.7439,59.7292,59.7292,24
recoilme/Gemma-2-Ataraxy-Gemmasutra-9B-slerp,42.7038,59.7439,59.7292,59.7292,24
rhysjones/phi-2-orange-v2,25.6065,47.7022,47.5091,47.5091,24
riaz/FineLlama-3.1-8B,24.1488,45.8573,45.5476,45.5476,24
riaz/FineLlama-3.1-8B,23.7734,45.8573,45.5476,45.5476,24
rombodawg/Rombos-Coder-V2.5-Qwen-14b,44.5195,61.6514,61.5345,61.5345,24
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,8.41222,32.9368,32.8068,32.8068,24
rombodawg/Rombos-LLM-V2.5-Qwen-14b,49.3869,64.8109,64.6242,64.6242,24
rombodawg/Rombos-LLM-V2.5-Qwen-32b,58.2619,70.4554,70.1441,70.1441,24
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,14.8814,38.8404,38.3093,38.3093,24
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,15.0577,38.8404,38.3093,38.3093,24
rombodawg/rombos_Replete-Coder-Llama3-8B,7.08785,32.7628,32.7547,32.7547,24
rsh345/mistral-ft-optimized-1218-NeuralHermes-2.5-Mistral-7B,32.7897,51.8844,51.5015,51.5015,24
sabersaleh/Llama2-7B-SimPO,8.98121,34.8916,34.5773,34.5773,24
sabersaleh/Llama3,26.7068,47.8219,47.7001,47.7001,24
sabersalehk/Llama3-001-300,25.7068,47.4458,47.3182,47.3182,24
sabersalehk/Llama3_01_300,25.1553,46.9139,46.7801,46.7801,24
sequelbox/Llama3.1-70B-PlumChat,52.8128,67.5329,67.4709,67.4709,24
sequelbox/Llama3.1-8B-MOTH,27.9163,48.2551,48.1861,48.1861,24
sequelbox/Llama3.1-8B-PlumCode,8.50293,33.6809,33.4317,33.4317,24
sequelbox/Llama3.1-8B-PlumMath,16.4466,40.323,39.941,39.941,24
sethuiyer/Llama-3.1-8B-Experimental-1208-Instruct,29.4916,49.6423,49.5747,49.5747,24
sethuiyer/Llamaverse-3.1-8B-Instruct,34.7821,54.1416,54.0705,54.0705,24
sethuiyer/Qwen2.5-7B-Anvita,35.4824,54.6586,54.3308,54.3308,24
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,13.6595,38.4317,38.101,38.101,24
shivank21/mistral_dpo_self,5.54841,32.1626,31.9042,31.9042,24
siqi00/Mistral-7B-DFT,25.3645,46.6488,46.4503,46.4503,24
skymizer/Llama2-7b-sft-chat-custom-template-dpo,11.2389,36.8847,36.6777,36.6777,24
someon98/qwen-CoMa-0.5b,2.12679,29.5334,29.2484,29.2484,24
sometimesanotion/Qwen2.5-14B-Vimarckoso-v2,50.4196,65.5034,65.3185,65.3185,24
sometimesanotion/Qwen2.5-14B-Vimarckoso-v3,48.5816,64.146,64.0167,64.0167,24
sometimesanotion/Qwen2.5-14B-Vimarckoso-v3-IF-Variant,35.6531,55.2079,54.9731,54.9731,24
sometimesanotion/Qwen2.5-7B-Gordion-v0.1-Prose,37.4413,55.9909,55.6674,55.6674,24
sometimesanotion/Qwentessential-14B-v1,50.366,65.4517,65.3532,65.3532,24
sometimesanotion/Qwentinuum-14B-v1,50.7375,65.7257,65.4747,65.4747,24
sometimesanotion/Qwentinuum-14B-v2,50.5355,65.5536,65.3359,65.3359,24
sometimesanotion/Qwentinuum-14B-v6,50.2319,65.4452,65.2664,65.2664,24
sometimesanotion/Qwentinuum-14B-v7,50.3471,65.5143,65.2838,65.2838,24
sometimesanotion/Qwentinuum-14B-v8,50.1114,65.3426,65.1797,65.1797,24
sometimesanotion/Qwenvergence-14B-v0.6-004-model_stock,46.3667,62.4934,62.3503,62.3503,24
sometimesanotion/Qwenvergence-14B-v3,50.3527,65.4824,65.2664,65.2664,24
sometimesanotion/Qwenvergence-14B-v3-Prose,49.7984,65.1291,64.9366,64.9366,24
sometimesanotion/Qwenvergence-14B-v3-Reason,50.6944,65.6128,65.4053,65.4053,24
sometimesanotion/Qwenvergence-14B-v3-Reason,50.6358,65.6128,65.4053,65.4053,24
sometimesanotion/Qwenvergence-14B-v8,49.8346,65.2246,65.1449,65.1449,24
sometimesanotion/Qwenvergence-14B-v9,44.8434,61.6562,61.4477,61.4477,24
spmurrayzzz/Mistral-Syndicate-7B,20.5063,42.4506,42.4058,42.4058,24
ssmits/Qwen2.5-95B-Instruct,58.5304,70.378,70.0573,70.0573,24
suayptalha/DeepSeek-R1-Distill-Llama-3B,21.4488,44.5179,44.3673,44.3673,24
suayptalha/Komodo-Llama-3.2-3B-v2-fp16,20.2043,43.55,43.3952,43.3952,24
sumink/Qwenftmodel,14.0414,38.227,37.9274,37.9274,24
sumink/bbhqwen,6.63175,33.8825,33.6574,33.6574,24
sumink/bbhqwen2,3.8643,30.6632,30.1857,30.1857,24
sumink/bbhqwen4,4.8923,31.994,31.9042,31.9042,24
sumink/bbhqwen5,2.81326,29.131,28.6235,28.6235,24
sumink/bbhqwen6,2.1297,27.8224,27.3043,27.3043,24
synergetic/FrankenQwen2.5-14B,44.2736,60.4775,60.25,60.25,24
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,3.8422,31.4344,31.071,31.071,24
tanliboy/lambda-qwen2.5-14b-dpo-test,48.4544,63.9351,63.7042,63.7042,24
tanliboy/lambda-qwen2.5-32b-dpo-test,54.408,67.639,67.1932,67.1932,24
tensopolis/falcon3-10b-tensopolis-v1,45.0593,60.4164,60.25,60.25,24
tensopolis/mistral-small-2501-tensopolis-v1,48.6932,64.7474,64.4333,64.4333,24
tensopolis/phi-4-tensopolis-v1,55.0366,68.8558,68.6513,68.6513,24
tensopolis/qwen2.5-14b-tensopolis-v1,47.965,63.5713,63.305,63.305,24
tensopolis/qwen2.5-7b-tensopolis-v1,34.7835,52.7006,52.4735,52.4735,24
theo77186/Qwen2.5-Coder-7B-Instruct-20241106,28.9385,50.0798,49.8004,49.8004,24
theprint/CleverBoi-Llama-3.1-8B-Instruct,24.0486,45.5962,45.4956,45.4956,24
theprint/CleverBoi-Llama-3.1-8B-v2,24.1328,46.6782,46.4329,46.4329,24
theprint/ReWiz-Llama-3.1-8B-v2,23.7733,46.3243,46.0857,46.0857,24
thomas-yanxin/XinYuan-Qwen2-1_5B,12.1256,36.3549,36.1743,36.1743,24
tianyil1/MistralForCausalLM_Cal_DPO,21.7836,43.8142,43.4647,43.4647,24
tiiuae/Falcon3-10B-Base,41.3755,59.5004,59.2605,59.2605,24
tiiuae/Falcon3-1B-Instruct,12.9614,37.4454,37.181,37.181,24
tiiuae/Falcon3-3B-Base,21.5848,44.2137,43.916,43.916,24
tiiuae/Falcon3-7B-Instruct,37.9158,56.3244,55.9799,55.9799,24
tiiuae/Falcon3-Mamba-7B-Instruct,25.2035,46.7896,46.5371,46.5371,24
tiiuae/falcon-11B,21.938,43.9164,43.6209,43.6209,24
tiiuae/falcon-40b,16.5833,40.1853,40.0972,40.0972,24
tiiuae/falcon-mamba-7b,19.8769,42.8485,42.8051,42.8051,24
tinycompany/ShawtyIsBad-bgem3,13.8578,38.5297,38.2399,38.2399,24
tinycompany/ShawtyIsBad-e5-large,14.1772,38.7348,38.4482,38.4482,24
tinycompany/ShawtyIsBad-nomic1.5,14.218,38.736,38.4135,38.4135,24
tugstugi/Qwen2.5-7B-Instruct-QwQ-v0.1,30.4989,51.0106,50.8592,50.8592,24
unsloth/Llama-3.2-1B-Instruct-no-system-message,9.38637,35.4374,35.1328,35.1328,24
unsloth/phi-4-unsloth-bnb-4bit,53.8401,67.9109,67.6966,67.6966,24
uukuguy/speechless-code-mistral-7b-v1.0,24.0914,45.7171,45.4088,45.4088,24
uukuguy/speechless-instruct-mistral-7b-v0.2,24.5587,46.0667,45.9816,45.9816,24
uukuguy/speechless-llama2-hermes-orca-platypus-wizardlm-13b,26.7917,48.4554,48.1861,48.1861,24
v000000/Qwen2.5-14B-Gutenberg-1e-Delta,48.6167,63.985,63.8257,63.8257,24
v000000/Qwen2.5-Lumen-14B,48.5079,63.9081,63.7216,63.7216,24
vhab10/Llama-3.1-8B-Base-Instruct-SLERP,29.926,50.5744,50.3906,50.3906,24
vhab10/Llama-3.2-Instruct-3B-TIES,19.1832,43.3236,43.3258,43.3258,24
vhab10/llama-3-8b-merged-linear,27.8161,49.3709,49.1928,49.1928,24
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,30.5096,50.5484,50.1475,50.1475,24
vicgalle/Humanish-RP-Llama-3.1-8B,29.9586,51.0039,50.8419,50.8419,24
vicgalle/Roleplay-Llama-3-8B,28.5546,50.1232,49.9566,49.9566,24
vonjack/Qwen2.5-Coder-0.5B-Merged,3.58874,30.7602,30.4114,30.4114,24
wave-on-discord/qwent-7b,18.0664,42.281,42.267,42.267,24
weathermanj/Menda-3b-Optim-100,26.024,47.348,47.1099,47.1099,24
win10/EVA-Norns-Qwen2.5-v0.1,30.0609,50.7241,50.2691,50.2691,24
win10/Norns-Qwen2.5-12B,23.7693,46.1892,45.7733,45.7733,24
win10/Norns-Qwen2.5-7B,30.2504,50.7289,50.2864,50.2864,24
win10/Qwen2.5-2B-Instruct,12.0719,37.0591,36.6603,36.6603,24
wzhouad/gemma-2-9b-it-WPO-HB,36.6617,56.2862,56.2229,56.2229,24
x0000001/Deepseek-Lumen-R1-Qwen2.5-14B,22.7253,45.6905,45.5824,45.5824,24
xinchen9/Llama3.1_8B_Instruct_CoT,21.1429,44.9091,44.9054,44.9054,24
xinchen9/Llama3.1_CoT_V1,20.166,43.76,43.7771,43.7771,24
xinchen9/Mistral-7B-CoT,14.8062,38.7268,38.5003,38.5003,24
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_gp_2b-table,27.6952,49.5183,49.3664,49.3664,24
xkp24/Llama-3-8B-Instruct-SPPO-Iter2_gp_8b-table,28.5086,50.0449,49.9219,49.9219,24
xkp24/Llama-3-8B-Instruct-SPPO-score-Iter2_gp_8b-table-0.002,28.047,49.5108,49.3838,49.3838,24
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_bt_2b-table,26.8664,49.0121,48.8457,48.8457,24
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_bt_8b-table,29.7312,50.9187,50.7724,50.7724,24
xukp20/Llama-3-8B-Instruct-SPPO-Iter3_gp_2b-table,27.8924,49.6953,49.4879,49.4879,24
yam-peleg/Hebrew-Mistral-7B,20.1769,43.3404,43.2911,43.2911,24
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_bt_2b-table,28.1701,49.8661,49.6789,49.6789,24
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_bt_8b-table,29.3081,50.8036,50.6856,50.6856,24
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_gp_2b-table,27.4696,49.4121,49.2276,49.2276,24
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_gp_8b-table,28.6044,50.2536,50.1128,50.1128,24
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_bt_2b-table-0.001,28.0992,49.7946,49.6615,49.6615,24
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_gp_2b-table-0.001,27.8253,49.5788,49.4011,49.4011,24
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_gp_8b-table-0.002,28.1206,49.9155,49.7483,49.7483,24
yifAI/Llama-3-8B-Instruct-SPPO-score-Iter3_gp_8b-table-0.002,27.2811,49.1452,49.0019,49.0019,24
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18,16.302,41.6452,41.2602,41.2602,24
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18-merge,17.3483,38.427,38.1531,38.1531,24
ymcki/gemma-2-2b-jpn-it-abliterated-17,16.2347,29.4678,29.1269,29.1269,24
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,13.1147,38.1236,37.8233,37.8233,24
ymcki/gemma-2-2b-jpn-it-abliterated-17-ORPO-alpaca,16.9224,40.716,40.5659,40.5659,24
yuvraj17/Llama3-8B-SuperNova-Spectrum-Hermes-DPO,21.2386,43.9987,43.7077,43.7077,24
yuvraj17/Llama3-8B-SuperNova-Spectrum-dare_ties,23.4922,46.1579,45.7733,45.7733,24
yuvraj17/Llama3-8B-abliterated-Spectrum-slerp,28.5469,49.7791,49.4879,49.4879,24
zake7749/gemma-2-2b-it-chinese-kyara-dpo,19.0618,42.5746,42.3538,42.3538,24
zelk12/MT-Gen1-gemma-2-9B,44.0112,61,60.8922,60.8922,24
zelk12/MT-Gen2-GI-gemma-2-9B,44.0026,60.9556,60.8401,60.8401,24
zelk12/MT-Gen2-gemma-2-9B,44.1078,61.0049,60.8922,60.8922,24
zelk12/MT-Gen3-gemma-2-9B,43.9506,60.9711,60.8575,60.8575,24
zelk12/MT-Gen6-gemma-2-9B,39.3969,58.4467,58.4274,58.4274,24
zelk12/MT-Gen7-gemma-2-9B,40.9391,59.3524,59.2605,59.2605,24
zelk12/MT-Merge-gemma-2-9B,44.3208,61.1838,61.0831,61.0831,24
zelk12/MT-Merge2-MU-gemma-2-MTg2MT1g2-9B,43.8402,60.8389,60.7186,60.7186,24
zelk12/MT-Merge4-gemma-2-9B,44.0535,61.1822,61.0831,61.0831,24
zelk12/MT-Merge6-gemma-2-9B,41.322,59.4911,59.3821,59.3821,24
zelk12/MT1-Gen2-gemma-2-9B,43.9192,60.9599,60.8575,60.8575,24
zelk12/MT1-Gen5-gemma-2-9B,42.4968,60.1746,60.1111,60.1111,24
zelk12/MT1-gemma-2-9B,44.1615,61.0875,60.9964,60.9964,24
zelk12/MT2-Gen1-gemma-2-9B,44.1411,61.008,60.8748,60.8748,24
zelk12/MT2-Gen2-gemma-2-9B,44.0445,60.9292,60.7881,60.7881,24
zelk12/MT2-Gen3-gemma-2-9B,44.0073,61.0477,60.9443,60.9443,24
zelk12/MT2-Gen4-gemma-2-9B,43.7784,60.9655,60.8575,60.8575,24
zelk12/MT2-Gen5-gemma-2-9B,43.1243,60.6393,60.5624,60.5624,24
zelk12/MT2-Gen6-gemma-2-9B,41.7711,59.5965,59.5209,59.5209,24
zelk12/MT2-Max-Merge_02012025163610-gemma-2-9B,44.0408,61.0846,60.9616,60.9616,24
zelk12/MT3-Gen1-gemma-2-9B,44.1195,61.0676,60.9616,60.9616,24
zelk12/MT3-Gen2-gemma-2-9B,43.9402,60.9147,60.8054,60.8054,24
zelk12/MT3-Gen3-gemma-2-9B,43.7837,60.8889,60.7707,60.7707,24
zelk12/MT3-Gen4-gemma-2-9B,43.7796,61.0084,60.9269,60.9269,24
zelk12/MT3-Gen5-gemma-2-9B,43.9512,60.9862,60.9096,60.9096,24
zelk12/MT3-Gen5-gemma-2-9B_v1,44.1596,61.1333,61.0311,61.0311,24
zelk12/MT3-Gen6-gemma-2-9B,42.6394,60.2007,60.0937,60.0937,24
zelk12/MT3-Max-Merge_02012025163610-gemma-2-9B,44.2065,61.2346,61.1179,61.1179,24
zelk12/MT3-gemma-2-9B,44.2485,61.3078,61.2047,61.2047,24
zelk12/MT4-Gen2-gemma-2-9B,44.1767,61.0835,60.9616,60.9616,24
zelk12/MT4-Gen3-gemma-2-9B,43.8944,60.8711,60.7533,60.7533,24
zelk12/MT4-Gen5-gemma-2-9B,43.9479,61.0666,60.9616,60.9616,24
zelk12/MT4-gemma-2-9B,43.5538,60.7314,60.6318,60.6318,24
zelk12/MT5-Gen1-gemma-2-9B,44.1833,61.1048,61.0137,61.0137,24
zelk12/MT5-Gen2-gemma-2-9B,44.1132,61.0541,60.9616,60.9616,24
zelk12/MT5-Gen3-gemma-2-9B,43.8859,60.9049,60.7881,60.7881,24
zelk12/MT5-gemma-2-9B,44.2713,61.1223,61.0137,61.0137,24
zelk12/MTM-Merge-gemma-2-9B,44.3807,61.3335,61.222,61.222,24
zelk12/Rv0.4DMv1t0.25-gemma-2-9B,43.6648,60.6971,60.545,60.545,24
zelk12/Test01012025155054t0.5_gemma-2,1.28055,28.295,27.8771,27.8771,24
zelk12/gemma-2-S2MTM-9B,43.1157,60.6084,60.5624,60.5624,24
zelk12/recoilme-gemma-2-Gutenberg-Doppel-9B-v0.1,43.9413,60.9878,60.8748,60.8748,24
zelk12/recoilme-gemma-2-Ifable-9B-v0.1,43.3906,60.644,60.5798,60.5798,24
zelk12/recoilme-gemma-2-psy10k-mental_healt-9B-v0.1,42.1327,59.7759,59.7466,59.7466,24
zetasepic/Qwen2.5-32B-Instruct-abliterated-v2,56.5338,69.3402,69.0505,69.0505,24
zetasepic/Qwen2.5-72B-Instruct-abliterated,59.913,71.5226,71.3591,71.3591,24
